"sig126 (S1_WT)"	"sig127C (S3_WT)"	"sig130C (T9_Pants)"	"sig131 (T10_Pants)"
"sp|O35381|AN32A_MOUSE"	-1.34540852224917	-1.20864585148528	1.35732784913382	1.19672652460062
"tr|F6UFG6|F6UFG6_MOUSE"	-1.35710405024927	-1.17169313561367	1.21380373763513	1.31499344822782
"sp|Q60872|IF1A_MOUSE"	-0.5397699842406	-0.566502195590999	0.5359589319097	0.570313247921902
"sp|P46061|RAGP1_MOUSE"	-0.535728958700997	-0.6437097661242	0.597970033987099	0.581468690838101
"sp|Q9D0L8|MCES_MOUSE"	-0.748279927007776	-0.577834000956376	0.647667660593026	0.678446267371125
"sp|Q9DCH4|EIF3F_MOUSE"	-0.496388076973943	-0.661270964100751	0.525662297692254	0.631996743382444
"sp|Q9CQH7|BT3L4_MOUSE"	-0.98519232567925	-0.931648330131445	0.999160347414151	0.917680308396552
"sp|P14602|HSPB1_MOUSE"	-0.831420268507401	-0.924234146795001	0.988920313984801	0.766734101317599
"sp|Q9R0P4|SMAP_MOUSE"	-1.1989917457492	-1.3033365149915	1.4815467149041	1.0207815458366
"sp|Q61074|PPM1G_MOUSE"	-1.37896273480533	-1.22044596079563	1.27570350305727	1.32370519254367
"sp|P42669|PURA_MOUSE"	-0.477236776503926	-0.647755801487229	0.401582173120076	0.723410404871075
"sp|Q8VEM8|MPCP_MOUSE"	0.282854195205999	0.7946343140745	-0.4384111214402	-0.639077387840302
"sp|O35900|LSM2_MOUSE"	-0.491368462359624	-0.914313804092423	0.712841688962776	0.692840577489278
"tr|F7BAE9|F7BAE9_MOUSE"	-0.721899423566949	-0.805323577875647	0.722779560235548	0.804443441207052
"tr|F7CJN9|F7CJN9_MOUSE"	-0.767846913400774	-0.831179180252875	0.765913835785327	0.833112257868326
"tr|D3YYR8|D3YYR8_MOUSE"	-0.682228059075722	-0.702331192638123	0.758083733999474	0.626475517714372
"tr|E9Q2Q7|E9Q2Q7_MOUSE"	-0.797502813762026	-0.787310452658325	0.752098200130273	0.832715066290078
"sp|P63280|UBC9_MOUSE"	-0.422027605474778	-0.786523061062876	0.761722291227127	0.44682837531052
"sp|Q9DAR7|DCPS_MOUSE"	-1.16642959077847	-1.31278617267037	1.32819924153383	1.15101652191503
"tr|Q61635|Q61635_MOUSE"	-0.729410138018524	-0.531901694223123	0.72964635924407	0.531665472997574
"sp|Q8K310|MATR3_MOUSE"	-0.734597880083804	-1.8933373828632	1.3193490982264	1.3085861647206
"sp|Q9CSU0|RPR1B_MOUSE"	-0.725556044050977	-0.820572843563374	0.82313337794703	0.722995509667324
"sp|P32067|LA_MOUSE"	-0.775958512691425	-1.59693586150593	1.21667656870518	1.15621780549218
"sp|Q7TNC4|LC7L2_MOUSE"	-0.506961149480723	-0.644793312960523	0.467488276319571	0.684266186121668
"sp|P23116|EIF3A_MOUSE"	-0.524833318401949	-0.61073385765555	0.603940207327852	0.531626968729647
"sp|Q9D1R9|RL34_MOUSE"	-0.331271308843895	-0.685950004395302	0.326924796999602	0.690296516239599
"sp|Q91WK2|EIF3H_MOUSE"	-0.605075691881254	-0.547341706700351	0.521009146553649	0.631408252027949
"sp|Q9CQI7|RU2B_MOUSE"	-0.431082109847946	-1.30536744625655	0.947077719720053	0.789371836384451
"sp|Q5DTM8|BRE1A_MOUSE"	-0.461754710481028	-0.993767234994227	0.693660275075377	0.761861670399874
"sp|P84104|SRSF3_MOUSE"	-1.21517270219267	-2.16947305711548	1.60657900575653	1.77806675355162
"sp|Q9CYI4|LUC7L_MOUSE"	-0.607812474764723	-0.829083543093622	0.579414058250375	0.857481959607973
"sp|Q9CQF3|CPSF5_MOUSE"	-0.430215654814528	-1.39333010396892	0.848585781914572	0.974959976868874
"sp|O89086|RBM3_MOUSE"	-0.510094771431273	-0.842794826234373	0.601897762487624	0.750991835178027
"sp|Q6ZWY3|RS27L_MOUSE"	-0.377881664524875	-0.637215653509376	0.548952122095127	0.466145195939127
"sp|Q64152|BTF3_MOUSE"	-0.794823444742098	-0.7683960501857	0.911533231837501	0.6516862630903
"sp|Q9Z160|COG1_MOUSE"	-0.701319211697376	-0.790145564275972	0.782107683283623	0.709357092689725
"tr|G3X956|G3X956_MOUSE"	-0.681344063704376	-1.49556701405788	1.07205456821982	1.10485650954242
"sp|Q9R1T2|SAE1_MOUSE"	-1.51811270645925	-1.59537684562065	1.51923867180955	1.59425088027035
"sp|Q80X50|UBP2L_MOUSE"	-0.475672542528546	-0.643427334799746	0.52080623347555	0.598293643852749
"sp|Q80X50-2|UBP2L_MOUSE"	-0.472314107170828	-0.625066791166716	0.490003895863374	0.607377002474173
"sp|Q9QXK3|COPG2_MOUSE"	-0.691061599094002	-0.635316258093006	0.663773170899699	0.662604686287303
"sp|Q9CWK3|CD2B2_MOUSE"	-1.13361145331642	-1.41669320964303	1.26134397424568	1.28896068871378
"sp|O70251|EF1B_MOUSE"	-0.441137278261174	-0.601884571770874	0.516463957523928	0.526557892508123
"tr|E9QAZ2|E9QAZ2_MOUSE"	-0.46655833385325	-0.65878498418725	0.505032449285451	0.620310868755045
"sp|Q1HFZ0|NSUN2_MOUSE"	-0.5666519467628	-0.694175642406499	0.594311571027795	0.666516018141497
"sp|Q8BMJ3|IF1AX_MOUSE"	-0.507601507722899	-0.545791218410805	0.490221974452599	0.563170751681099
"sp|Q9D6N5|NC2A_MOUSE"	-1.10270994333422	-1.08059677341313	1.11079644896837	1.07251026777897
"sp|Q60967|PAPS1_MOUSE"	-0.573305672946578	-0.713756148512276	0.669798738831624	0.617263082627225
"tr|E9PV04|E9PV04_MOUSE"	-0.473143442657626	-1.22669642943982	0.764839088080173	0.935000784017273
"tr|Q91VU7|Q91VU7_MOUSE"	-0.517190488110373	-1.07189367023627	0.773108058461224	0.815976099885427
"sp|O89079|COPE_MOUSE"	-0.9011634302652	-0.879680990159404	0.875046307692699	0.905798112731901
"sp|P51859|HDGF_MOUSE"	-1.33918901873388	-1.74443796109678	1.47732495237222	1.60630202745842
"sp|P22599|A1AT2_MOUSE"	-1.50280119222975	-1.48799112324135	1.37349093063075	1.61730138484035
"sp|Q5SUF2|LC7L3_MOUSE"	-0.785083764013073	-1.02261003573467	0.918748611894923	0.888945187852826
"sp|Q60865|CAPR1_MOUSE"	-0.638034364030275	-0.933187360049576	0.71302431899063	0.858197405089228
"sp|Q91WP6|SPA3N_MOUSE"	-0.412106601413923	-0.757455470029525	0.641586443670075	0.527975627773376
"sp|P61957|SUMO2_MOUSE"	-0.631242596049024	-0.712884117654625	0.719985340053967	0.624141373649675
"sp|P50096|IMDH1_MOUSE"	-0.488144872069551	-0.567067349071447	0.479609412296952	0.575602808844049
"sp|Q921M4|GOGA2_MOUSE"	-0.706690153897304	-1.4145645080742	1.0306642434857	1.0905904184858
"tr|E9PUQ5|E9PUQ5_MOUSE"	-0.706690153897304	-1.4145645080742	1.0306642434857	1.0905904184858
"sp|P60041|SMS_MOUSE"	0.542903232996629	0.487497988084428	-0.479615027654077	-0.550786193426976
"sp|Q3V0C5|UBP48_MOUSE"	-0.910683760280778	-0.792348326698171	0.833522385754925	0.869509701224025
"sp|Q9D0I8|MRT4_MOUSE"	-0.544354162329652	-0.730028660495151	0.661267347395148	0.613115475429652
"sp|Q8VH51|RBM39_MOUSE"	-0.589122356043902	-1.1968444628722	0.945572852722197	0.840393966193901
"sp|O35286|DHX15_MOUSE"	-0.696557944809875	-1.37063141496687	1.04005118186553	1.02713817791123
"sp|Q8BGR9|UBCP1_MOUSE"	-0.571255448365026	-0.486875826560226	0.687723117186671	0.370408157738581
"sp|Q3UEB3|PUF60_MOUSE"	-0.578494762363626	-0.829849276022227	0.725451240308374	0.682892798077475
"sp|Q99MD9|NASP_MOUSE"	-1.22319252343772	-1.14728014703593	1.36321599908818	1.00725667138548
"sp|P53026|RL10A_MOUSE"	-0.360572474774276	-0.690640841566577	0.578982663583929	0.472230652756924
"sp|Q9JLI6|SCLY_MOUSE"	-0.923597523664178	-1.23078431557987	0.993963529797526	1.16041830944653
"sp|Q9JIF7|COPB_MOUSE"	-0.774765728968177	-0.829672045326575	0.849627833170224	0.754809941124524
"sp|Q8BU30|SYIC_MOUSE"	-0.462427346619325	-0.737063492323429	0.651900688217175	0.547590150725576
"sp|Q8VDW0|DX39A_MOUSE"	-1.03131086965323	-1.46144284996773	1.51888491452668	0.973868805094277
"sp|Q8QZY1|EIF3L_MOUSE"	-0.562906599517952	-0.638608240686349	0.605640341328652	0.595874498875649
"sp|Q9ER69|FL2D_MOUSE"	-1.07212629763425	-1.10833254051425	1.11190903880805	1.06854979934045
"tr|E0CYH0|E0CYH0_MOUSE"	-1.07212629763425	-1.10833254051425	1.11190903880805	1.06854979934045
"sp|P31230|AIMP1_MOUSE"	-0.417789860032975	-0.685786485111976	0.423963394099424	0.679612951045524
"sp|Q00896|A1AT3_MOUSE"	-1.40507589817327	-1.34653285835097	1.28505454578642	1.46655421073783
"sp|Q8R4X3|RBM12_MOUSE"	-0.747015163600597	-1.0589682223564	0.779944104649502	1.0260392813075
"tr|F6V8M6|F6V8M6_MOUSE"	-0.349446568909675	-0.796837123431677	0.582856950111324	0.563426742230025
"sp|Q00897|A1AT4_MOUSE"	-1.45061766564693	-1.52487726259793	1.35067194004717	1.62482298819767
"sp|Q68FL6|SYMC_MOUSE"	-0.481123320679576	-0.641405612688775	0.569035912577824	0.553493020790526
"tr|E9QB02|E9QB02_MOUSE"	-0.488379716517574	-0.653379273551977	0.575480499141225	0.566278490928326
"sp|P24788|CD11B_MOUSE"	-1.06656414896582	-1.16878941703283	1.10097710987348	1.13437645612517
"sp|Q8VEE4|RFA1_MOUSE"	-0.614153649202123	-0.934153302544523	0.736017111895677	0.812289839850976
"sp|Q8R0A0|T2FB_MOUSE"	-1.0028324327028	-1.2598724506266	1.0530584457596	1.20964643756979
"sp|Q61584-5|FXR1_MOUSE"	-0.391294330129877	-0.638125053202874	0.385173634391528	0.644245748941227
"sp|Q91VJ5|PQBP1_MOUSE"	-0.3004933550868	-0.803860307235501	0.574041167961502	0.5303124943608
"sp|Q9D6K7|TTC33_MOUSE"	-0.921853612122224	-0.823244220547323	0.873386697209476	0.871711135460075
"sp|Q91WE3|RPP25_MOUSE"	-0.239917718826426	-0.766234390063726	0.509951633744873	0.496200475145272
"tr|V9GXJ1|V9GXJ1_MOUSE"	-0.711646803313275	-1.04694988121847	0.84906059983523	0.909536084696523
"sp|O55029|COPB2_MOUSE"	-0.896409398600824	-0.751656239009922	0.807174066303475	0.840891571307274
"sp|Q9Z1N5|DX39B_MOUSE"	-1.09192808262535	-1.53684901149165	1.38673997887185	1.24203711524515
"sp|P28650|PURA1_MOUSE"	-0.518301620569723	-0.629359520118626	0.674350968171574	0.473310172516776
"sp|Q80U93|NU214_MOUSE"	-0.358805884750824	-0.715720097478927	0.614657830337174	0.459868151892577
"sp|Q9Z1F9|SAE2_MOUSE"	-1.27400983019897	-1.36895209326388	1.43495627146002	1.20800565200283
"sp|Q9JJT9|PHAX_MOUSE"	-0.932985570102872	-1.09126090818648	1.01541441230943	1.00883206597992
"sp|Q569Z5|DDX46_MOUSE"	-1.23032026447807	-1.40491640371627	1.33883230850152	1.29640435969282
"sp|Q6NZC7|S23IP_MOUSE"	-0.650269832524899	-0.755146187079497	0.646553277992897	0.758862741611498
"tr|G3X928|G3X928_MOUSE"	-0.667907004386649	-0.764964628207249	0.660575016188847	0.77229661640505
"sp|O08810|U5S1_MOUSE"	-0.387290093701523	-1.21174878471852	0.784328758472469	0.814710119947577
"sp|Q8BYI9|TENR_MOUSE"	-0.946155901964925	-1.23743776425422	1.10980805757677	1.07378560864237
"sp|Q9Z315|SNUT1_MOUSE"	-0.663428833508249	-1.38565995409325	1.03744870329395	1.01164008430754
"sp|Q8R1B4|EIF3C_MOUSE"	-0.499428960416097	-0.537318915009404	0.489154835990298	0.547593039435199
"tr|Q6DFZ1|Q6DFZ1_MOUSE"	-0.532936620279173	-0.520220291141573	0.558651811256425	0.494505100164329
"sp|Q8BHB4|WDR3_MOUSE"	-0.334410714406275	-1.00305511339277	0.607329237877423	0.730136589921626
"tr|D3Z263|D3Z263_MOUSE"	-0.420379364713003	-0.661309794051096	0.5957804035347	0.485908755229403
"sp|Q7TPM1|PRC2B_MOUSE"	-0.369897612823451	-0.673297448875349	0.425346572666147	0.617848489032646
"tr|F8WHT3|F8WHT3_MOUSE"	-0.34095794534765	-0.71728643143015	0.470346592571946	0.58789778420585
"sp|P62305|RUXE_MOUSE"	-0.671012589669449	-1.26405965367005	0.992316464377254	0.942755778962248
"sp|Q9Z172|SUMO3_MOUSE"	-0.652429134894852	-0.695504052811252	0.709603552930751	0.638329634775356
"sp|Q9QZE5|COPG1_MOUSE"	-0.584325437915851	-0.600065993101246	0.600407639969347	0.58398379104775
"sp|Q99JX3|GORS2_MOUSE"	-0.732287178022151	-0.717944577936446	0.75567243657785	0.694559319380748
"sp|P52479|UBP10_MOUSE"	-0.691412584787372	-0.595244117962572	0.695342760685826	0.591313942064126
"sp|Q3THK3|T2FA_MOUSE"	-0.877869247412727	-1.12084731555283	1.02849903863998	0.970217524325577
"sp|Q8R332|NUPL1_MOUSE"	-0.293530948520601	-0.920166923507702	0.5282231343582	0.685474737670102
"sp|P83877|TXN4A_MOUSE"	-0.503473588764848	-0.569040403960347	0.555910565742547	0.516603426982648
"sp|Q8C167|PPCEL_MOUSE"	-0.559104687615974	-0.447842743447179	0.387620560099723	0.619326870963423
"sp|P14131|RS16_MOUSE"	-0.332599722896223	-0.714358859022528	0.555255728074371	0.491702853844373
"tr|D3YWR8|D3YWR8_MOUSE"	-0.611391189240774	-0.938271174611275	0.819009525175224	0.730652838676823
"sp|Q8R3G1|PP1R8_MOUSE"	-0.4624567829326	-1.2361251004876	0.899032905736298	0.799548977683898
"sp|Q5F285|TM256_MOUSE"	1.0598006911661	0.820555503360801	-0.742286843520402	-1.1380693510065
"sp|Q91VE6|MK67I_MOUSE"	-0.464053346951173	-1.26542814189807	0.801976628220721	0.927504860628531
"sp|P60867|RS20_MOUSE"	-0.325850484265199	-0.675160826649101	0.4874389628561	0.513572348058201
"sp|P62852|RS25_MOUSE"	-0.342191003472728	-0.727280087050623	0.566852895017675	0.502618195505676
"sp|F6ZDS4|TPR_MOUSE"	-0.846333342774855	-1.49102950889955	1.17592059243495	1.16144225923945
"sp|Q8C0C7|SYFA_MOUSE"	-0.561082816697326	-0.700632207197526	0.629777819677475	0.631937204217373
"sp|Q99K01|PDXD1_MOUSE"	-0.52629640853085	-0.51053128137535	0.557065091091751	0.47976259881445
"tr|A2AIX1|A2AIX1_MOUSE"	-0.558048968716026	-0.586513251638527	0.599322792635672	0.545239427718879
"sp|Q810A7|DDX42_MOUSE"	-0.874845838522726	-1.14539698990333	1.00068206283787	1.01956076558817
"sp|Q9R1C7|PR40A_MOUSE"	-1.1388482591257	-1.3897417551839	1.3007035734677	1.2278864408419
"sp|Q9D903|EBP2_MOUSE"	-0.272951657979901	-0.847136897201	0.573034059337104	0.547054495843799
"sp|Q9ES89|EXTL2_MOUSE"	-0.351122517986997	-0.954993477545798	0.7296194699225	0.576496525610303
"sp|O35326|SRSF5_MOUSE"	-1.95947994048365	-1.80250345742935	1.87299831538725	1.88898508252575
"sp|Q9R0I7|YLPM1_MOUSE"	-0.272827264894602	-0.798519921952902	0.4888992081158	0.5824479787317
"tr|D3YWX2|D3YWX2_MOUSE"	-0.358901857511899	-0.880496319421002	0.605718129553399	0.633680047379499
"sp|Q80YX1|TENA_MOUSE"	-0.849348500007576	-1.06898831699308	1.01751931302922	0.900817503971425
"sp|P68040|GBLP_MOUSE"	-0.384084789924348	-0.693573782127356	0.533945637603551	0.543712934448152
"sp|Q9DAW6|PRP4_MOUSE"	-0.690205149858253	-1.12672417316645	0.95637203905795	0.860557283966749
"sp|Q5SUR0|PUR4_MOUSE"	-0.695735414428871	-0.66921518780288	0.688761825980023	0.676188776251724
"sp|Q9JIH2|NUP50_MOUSE"	-0.948941316344472	-1.31281307400748	0.967780099884823	1.29397429046712
"sp|P62267|RS23_MOUSE"	-0.304849185186697	-0.897462354561998	0.693519119094098	0.508792420654601
"sp|Q8BWU5|OSGEP_MOUSE"	-0.577433111909377	-0.470345040655877	0.451150093239225	0.596628059326022
"sp|Q62203|SF3A2_MOUSE"	-0.476920602660751	-1.08724343219435	0.495545023831554	1.06861901102355
"sp|Q6P8I4|PCNP_MOUSE"	-0.5453722626002	-0.623185280166005	0.628745492211301	0.539812050554897
"sp|Q924H7|WAC_MOUSE"	-0.356904532766277	-1.04790058790838	0.802805716637124	0.601999404037526
"sp|Q8VDP4|CCAR2_MOUSE"	-1.2303454758272	-1.2821129377706	1.247775330426	1.2646830831718
"sp|Q8BMA6|SRP68_MOUSE"	-0.536951993659674	-0.673559015113373	0.634617386047424	0.575893622725626
"sp|Q3TWW8|SRSF6_MOUSE"	-1.10816000695415	-1.19900781006745	1.30434167369665	1.00282614332495
"sp|P07724|ALBU_MOUSE"	-1.82006746833683	-1.91951358474543	1.70719096544457	2.03239008763767
"sp|O89029|MATN4_MOUSE"	-0.574644834773698	-0.9456108906603	0.764495356864497	0.755760368569497
"sp|Q62376|RU17_MOUSE"	-1.22955206104263	-1.32564372219943	1.32634896763477	1.22884681560727
"sp|Q62189|SNRPA_MOUSE"	-1.002053073387	-1.5737158833654	1.22077170703129	1.35499724972111
"tr|F8VQC1|F8VQC1_MOUSE"	-0.439223756569749	-0.636579137945549	0.576664483456451	0.499138411058851
"sp|Q6PFR5|TRA2A_MOUSE"	-0.918882389745326	-0.881164604158025	0.98997794203127	0.810069051872084
"sp|P13634|CAH1_MOUSE"	-0.800949045870379	-0.809016971251175	0.831428303368426	0.778537713753128
"sp|Q61361|PGCB_MOUSE"	-0.844849780562903	-0.958692722824502	0.863545918947299	0.939996584440099
